Id,Id2,Geography,pop2010,pop2000,pop1990,Change0010,Change9000,PercentChange0010,PercentChange9000,Perc18342010,Perc18342000,RentalV2000,HomeownershipV2000,RentalV2010,HomeownershipV2010
310M100US16300,16300,"Cedar Rapids, IA Metro Area",257940,237230,210640,20710,26590,8.729924546,12.62343335,22.48468636,23.46583484,,,,
310M100US32900,32900,"Merced, CA Metro Area",255793,210554,178403,45239,32151,21.48569963,18.02155793,25.61289793,23.72835472,,,,
310M100US28420,28420,"Kennewick-Pasco-Richland, WA Metro Area",253340,191822,150033,61518,41789,32.07035689,27.85320563,23.47319807,22.12936994,,,,
310M100US24540,24540,"Greeley, CO Metro Area",252825,180926,131817,71899,49109,39.73945149,37.25543746,24.77365767,27.45984546,,,,
310M100US31340,31340,"Lynchburg, VA Metro Area",252634,228616,206226,24018,22390,10.50582636,10.85702094,23.29140179,22.06932148,,,,
310M100US36500,36500,"Olympia, WA Metro Area",252264,207355,161238,44909,46117,21.65802609,28.60181843,22.5965655,22.34428878,,,,
310M100US13780,13780,"Binghamton, NY Metro Area",251725,252320,264497,-595,-12177,-0.235811668,-4.603832936,23.06524978,21.49254914,,,,
310M100US14740,14740,"Bremerton-Silverdale, WA Metro Area",251133,231969,189731,19164,42238,8.261448728,22.26204468,22.57369601,22.08441645,,,,
310M100US29700,29700,"Laredo, TX Metro Area",250304,193117,133239,57187,59878,29.61261826,44.94029526,24.94207044,27.30831568,,,,
310M100US11100,11100,"Amarillo, TX Metro Area",249881,226522,196144,23359,30378,10.31202267,15.48760095,24.48965708,24.6338104,,,,
310M100US25060,25060,"Gulfport-Biloxi, MS Metro Area",248820,246190,207875,2630,38315,1.068280596,18.43174985,23.98922916,24.45875137,,,,
310M100US49420,49420,"Yakima, WA Metro Area",243231,222581,188823,20650,33758,9.277521442,17.87811866,23.06367198,23.17942682,,,,
310M100US47380,47380,"Waco, TX Metro Area",234906,213517,189123,21389,24394,10.01746933,12.89848406,27.18576792,27.02548275,,,,
310M100US45820,45820,"Topeka, KS Metro Area",233870,224551,210257,9319,14294,4.150059452,6.798346785,20.46093984,20.60333733,,,,
310M100US31420,31420,"Macon, GA Metro Area",232293,222368,206616,9925,15752,4.463322061,7.623804546,22.0592097,23.19443445,,,,
310M100US16580,16580,"Champaign-Urbana, IL Metro Area",231891,210275,202848,21616,7427,10.2798716,3.661362202,35.93196804,34.83485911,,,,
310M100US17780,17780,"College Station-Bryan, TX Metro Area",228660,184885,150998,43775,33887,23.67688022,22.4420191,41.9994752,41.70917057,,,,
310M100US43620,43620,"Sioux Falls, SD Metro Area",228261,187093,153500,41168,33593,22.00403008,21.88469055,24.72564301,24.82027655,,,,
310M100US11540,11540,"Appleton, WI Metro Area",225666,201602,174801,24064,26801,11.93638952,15.33229215,21.41173238,22.80731342,,,,
310M100US17020,17020,"Chico, CA Metro Area",220000,203171,182120,16829,21051,8.283170334,11.55886229,26.78681818,25.01292015,,,,
310M100US46220,46220,"Tuscaloosa, AL Metro Area",219461,192034,176173,27427,15861,14.28236666,9.003082198,31.54774652,29.06933147,,,,
310M100US12700,12700,"Barnstable Town, MA Metro Area",215888,222230,186605,-6342,35625,-2.853800117,19.09112832,14.75440969,14.9543266,,,,
310M100US30980,30980,"Longview, TX Metro Area",214369,194042,180053,20327,13989,10.47556715,7.769379016,22.74769206,21.7772441,,,,
310M100US15540,15540,"Burlington-South Burlington, VT Metro Area",211261,198889,177059,12372,21830,6.220555184,12.32922359,26.04030086,25.6193153,,,,
310M100US39140,39140,"Prescott, AZ Metro Area",211033,167517,107714,43516,59803,25.97706501,55.52017379,15.87050367,16.28789914,,,,
310M100US44100,44100,"Springfield, IL Metro Area",210170,201437,189550,8733,11887,4.335350507,6.271168557,21.02155398,21.13812259,,,,
310M100US46340,46340,"Tyler, TX Metro Area",209714,174706,151309,35008,23397,20.03823566,15.46305904,23.60500491,22.69870525,,,,
310M100US29740,29740,"Las Cruces, NM Metro Area",209233,174682,135510,34551,39172,19.77937051,28.90709173,26.26163177,26.27402938,,,,
310M100US22020,22020,"Fargo, ND-MN Metro Area",208777,174367,153296,34410,21071,19.7342387,13.7453032,32.53615101,30.75008459,,,,
310M100US26380,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",208178,194477,182842,13701,11635,7.045049029,6.363417596,23.86803601,23.98792659,,,,
310M100US22500,22500,"Florence, SC Metro Area",205566,193155,176195,12411,16960,6.425409645,9.6256988,21.38972398,22.94012581,,,,
310M100US32780,32780,"Medford, OR Metro Area",203206,181269,146389,21937,34880,12.1019038,23.82692689,20.13326378,19.89308707,,,,
310M100US29140,29140,"Lafayette, IN Metro Area",201789,178541,158848,23248,19693,13.0210988,12.39738618,36.00642255,36.71817678,,,,
310M100US16820,16820,"Charlottesville, VA Metro Area",201559,174021,143885,27538,30136,15.82452692,20.94450429,27.64004584,27.82652668,,,,
310M100US13380,13380,"Bellingham, WA Metro Area",201140,166814,127780,34326,39034,20.57740957,30.54781656,27.24818534,27.0558826,,,,
310M100US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",200186,155032,93497,45154,61535,29.12559988,65.81494593,15.94517099,16.42306105,,,,
310M100US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",200169,210039,211946,-9870,-1907,-4.699127305,-0.899757485,21.56078114,21.57027981,,,,
310M100US29340,29340,"Lake Charles, LA Metro Area",199607,193568,177394,6039,16174,3.119833857,9.117557527,23.48013847,23.16343611,,,,
310M100US27740,27740,"Johnson City, TN Metro Area",198716,181607,160369,17109,21238,9.420892366,13.24320785,22.39578091,24.21602692,,,,
310M100US21140,21140,"Elkhart-Goshen, IN Metro Area",197559,182791,156198,14768,26593,8.079172388,17.02518598,21.71806903,24.06026555,,,,
310M100US42580,42580,"Seaford, DE Micro Area",197145,156638,113229,40507,43409,25.86026379,38.33735174,17.76458952,18.36144486,,,,
310M100US49740,49740,"Yuma, AZ Metro Area",195751,160026,106895,35725,53131,22.32449727,49.70391506,23.16718689,22.55945909,,,,
310M100US39540,39540,"Racine, WI Metro Area",195408,188831,175034,6577,13797,3.483008616,7.882468549,20.30316057,21.26028036,,,,
310M100US14020,14020,"Bloomington, IN Metro Area",192714,175506,156669,17208,18837,9.804792999,12.02343795,36.25787436,35.36745183,,,,
310M100US12020,12020,"Athens-Clarke County, GA Metro Area",192541,166079,136025,26462,30054,15.9333811,22.09446793,35.71914553,37.25576382,,,,
310M100US45860,45860,"Torrington, CT Micro Area",189927,182193,174092,7734,8101,4.244949038,4.653286768,15.96244873,17.28332043,,,,
310M100US24780,24780,"Greenville, NC Metro Area",189510,152772,123308,36738,29464,24.04760035,23.89463782,31.63104849,31.83960412,,,,
310M100US41060,41060,"St. Cloud, MN Metro Area",189093,167392,148976,21701,18416,12.96417989,12.36172269,28.24906263,28.67878991,,,,
310M100US11340,11340,"Anderson, SC Metro Area",187126,165740,145196,21386,20544,12.90334258,14.14915011,19.87965328,21.87824303,,,,
310M100US25940,25940,"Hilton Head Island-Beaufort, SC Micro Area",187010,141615,101912,45395,39703,32.05522014,38.95812073,22.97203358,25.48953148,,,,
310M100US40340,40340,"Rochester, MN Metro Area",186011,163618,141945,22393,21673,13.686147,15.26858995,22.02450393,22.05808652,,,,
310M100US25900,25900,"Hilo, HI Micro Area",185079,148677,120317,36402,28360,24.48394843,23.57106643,20.37562338,19.00092146,,,,
310M100US28740,28740,"Kingston, NY Metro Area",182493,177749,165304,4744,12445,2.668932033,7.528553453,20.92135041,21.14948607,,,,
310M100US19300,19300,"Daphne-Fairhope-Foley, AL Micro Area",182265,140415,98280,41850,42135,29.80450807,42.87240537,19.08759224,19.58907524,,,,
310M100US18880,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",180822,170498,,10324,,6.055202994,,23.99597394,23.52227006,,,,
310M100US23580,23580,"Gainesville, GA Metro Area",179684,139277,95428,40407,43849,29.01196895,45.94982605,22.74103426,27.56808375,,,,
310M100US27340,27340,"Jacksonville, NC Metro Area",177772,150355,149838,27417,517,18.2348442,0.345039309,39.29640213,39.65348675,,,,
310M100US39820,39820,"Redding, CA Metro Area",177223,163256,147036,13967,16220,8.555275151,11.03131206,20.28292039,18.4789533,,,,
310M100US33740,33740,"Monroe, LA Metro Area",176441,170053,162881,6388,7172,3.756475922,4.403214617,24.23076269,24.94986857,,,,
310M100US27900,27900,"Joplin, MO Metro Area",175518,157322,134910,18196,22412,11.56608739,16.61255652,22.74239679,23.19891687,,,,
310M100US30100,30100,"Lebanon, NH-VT Micro Area",174724,167387,155133,7337,12254,4.383255569,7.899028575,21.31246995,21.27405354,,,,
310M100US20940,20940,"El Centro, CA Metro Area",174528,142361,109303,32167,33058,22.59537373,30.24436658,24.77367528,24.60013627,,,,
310M100US17860,17860,"Columbia, MO Metro Area",172786,145666,122010,27120,23656,18.61793418,19.38857471,35.43921383,34.33196491,,,,
310M100US45460,45460,"Terre Haute, IN Metro Area",172425,170943,166578,1482,4365,0.866955652,2.62039405,24.64201827,25.15458369,,,,
310M100US34740,34740,"Muskegon-Norton Shores, MI Metro Area",172188,170200,158983,1988,11217,1.168037603,7.05547134,21.39986526,21.73090482,,,,
310M100US20700,20700,"East Stroudsburg, PA Micro Area",169842,138687,95709,31155,42978,22.46425404,44.90486788,19.76660661,19.55410385,,,,
310M100US14060,14060,"Bloomington-Normal, IL Metro Area",169572,150433,129180,19139,21253,12.72260741,16.45223719,31.16611233,32.7827006,,,,
310M100US37460,37460,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",168852,148217,126994,20635,21223,13.92215468,16.71181316,22.63935281,21.98263357,,,,
310M100US47940,47940,"Waterloo-Cedar Falls, IA Metro Area",167819,163706,158640,4113,5066,2.512430821,3.193393848,27.06964051,25.94407047,,,,
310M100US36780,36780,"Oshkosh-Neenah, WI Metro Area",166994,156763,140320,10231,16443,6.526412483,11.71821551,25.02485119,25.48560566,,,,
310M100US49700,49700,"Yuba City, CA Metro Area",166892,139149,122643,27743,16506,19.93762082,13.45857489,23.80461616,22.99261942,,,,
310M100US10180,10180,"Abilene, TX Metro Area",165252,160245,148004,5007,12241,3.124590471,8.270722413,26.79120374,25.9621205,,,,
310M100US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",162958,151272,140715,11686,10557,7.725157332,7.502398465,36.90766946,37.95018245,,,,
310M100US45640,45640,"Thomasville-Lexington, NC Micro Area",162878,147246,,15632,,10.61624764,,18.68944854,22.19550956,,,,
310M100US20100,20100,"Dover, DE Metro Area",162310,126697,110993,35613,15704,28.108795,14.14864,23.28876841,23.66591158,,,,
310M100US37700,37700,"Pascagoula, MS Metro Area",162246,150564,131916,11682,18648,7.758826811,14.13626853,21.60361426,22.91716479,,,,
310M100US37620,37620,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",162056,164624,161907,-2568,2717,-1.559918359,1.678123861,19.13104112,20.49093692,,,,
310M100US20740,20740,"Eau Claire, WI Metro Area",161151,148337,137543,12814,10794,8.638438151,7.84772762,26.53163803,25.89441609,,,,
310M100US27500,27500,"Janesville, WI Metro Area",160331,152307,139510,8024,12797,5.268306775,9.172819153,21.17743917,22.1368683,,,,
310M100US27100,27100,"Jackson, MI Metro Area",160248,158422,149756,1826,8666,1.152617692,5.786746441,20.90260097,21.66113292,,,,
310M100US39460,39460,"Punta Gorda, FL Metro Area",159978,141627,110975,18351,30652,12.9572751,27.62063528,12.37545162,12.09232703,,,,
310M100US44380,44380,"Statesville-Mooresville, NC Micro Area",159437,122660,92931,36777,29729,29.9828795,31.99040148,19.181244,21.88488505,,,,
310M100US39380,39380,"Pueblo, CO Metro Area",159063,141472,123051,17591,18421,12.43426261,14.9702156,21.30162263,21.79865981,,,,
310M100US13740,13740,"Billings, MT Metro Area",158050,138904,121499,19146,17405,13.78362034,14.32522078,21.97026258,21.34783736,,,,
310M100US13460,13460,"Bend, OR Metro Area",157733,115367,74958,42366,40409,36.72280635,53.90885563,20.07886745,20.52319988,,,,
310M100US10500,10500,"Albany, GA Metro Area",157308,157833,146574,-525,11259,-0.332630058,7.681444185,23.88689704,24.29276514,,,,
310M100US47220,47220,"Vineland-Millville-Bridgeton, NJ Metro Area",156898,146438,138053,10460,8385,7.142954698,6.073754283,23.89195528,23.60521176,,,,
310M100US35660,35660,"Niles-Benton Harbor, MI Metro Area",156813,162453,161378,-5640,1075,-3.471773374,0.666137887,19.47415074,20.40036195,,,,
310M100US36860,36860,"Ottawa-Streator, IL Micro Area",154908,153098,148331,1810,4767,1.182249278,3.213758419,19.37214347,19.64493331,,,,
310M100US27980,27980,"Kahului-Wailuku, HI Micro Area",154834,128094,100374,26740,27720,20.87529471,27.61671349,20.7648191,21.57321967,,,,
310M100US44300,44300,"State College, PA Metro Area",153990,135758,123786,18232,11972,13.42977946,9.671529898,41.0487694,40.16779858,,,,
310M100US12620,12620,"Bangor, ME Metro Area",153923,144919,146601,9004,-1682,6.213125953,-1.147331874,24.65713376,23.80295199,,,,
310M100US10780,10780,"Alexandria, LA Metro Area",153922,145035,149082,8887,-4047,6.127486469,-2.714613434,22.24438352,21.90160996,,,,
310M100US19460,19460,"Decatur, AL Metro Area",153829,145867,131556,7962,14311,5.458397033,10.87825717,20.62744996,22.22092728,,,,
310M100US25260,25260,"Hanford-Corcoran, CA Metro Area",152982,129461,101469,23521,27992,18.16840593,27.58675063,28.31705691,29.67611868,,,,
310M100US26980,26980,"Iowa City, IA Metro Area",152586,131676,115731,20910,15945,15.879887,13.77763953,35.63826301,36.64069382,,,,
310M100US40580,40580,"Rocky Mount, NC Metro Area",152392,143026,133235,9366,9791,6.548459721,7.348669644,19.89868235,21.88133626,,,,
310M100US33780,33780,"Monroe, MI Metro Area",152021,145945,133600,6076,12345,4.163212169,9.240269461,19.26049691,20.94213574,,,,
310M100US48660,48660,"Wichita Falls, TX Metro Area",151306,151524,140375,-218,11149,-0.143871598,7.942297418,26.58585912,25.90612708,,,,
310M100US15500,15500,"Burlington, NC Metro Area",151131,130800,108213,20331,22587,15.54357798,20.87272324,21.9174094,24.20259939,,,,
310M100US31460,31460,"Madera-Chowchilla, CA Metro Area",150865,123109,88090,27756,35019,22.54587398,39.75366103,24.16929043,23.54986232,,,,
310M100US27620,27620,"Jefferson City, MO Metro Area",149807,140052,120704,9755,19348,6.965270043,16.0292948,22.82603617,24.45020421,,,,
310M100US16540,16540,"Chambersburg, PA Micro Area",149618,129313,121082,20305,8231,15.70221091,6.797872516,19.53575105,20.97159605,,,,
310M100US39060,39060,"Pottsville, PA Micro Area",148289,150336,152585,-2047,-2249,-1.361616645,-1.473932562,18.85372482,20.19542891,,,,
310M100US48540,48540,"Wheeling, WV-OH Metro Area",147950,153172,159301,-5222,-6129,-3.409239287,-3.847433475,19.96147347,20.08461076,,,,
310M100US22520,22520,"Florence-Muscle Shoals, AL Metro Area",147137,142950,,4187,,2.928996153,,20.99335993,22.22385449,,,,
310M100US24300,24300,"Grand Junction, CO Metro Area",146723,116255,93145,30468,23110,26.20790504,24.81077889,22.99571301,20.72943099,,,,
310M100US18180,18180,"Concord, NH Micro Area",146445,136225,120005,10220,16220,7.502293999,13.5161035,19.95015193,20.52413287,,,,
310M100US20020,20020,"Dothan, AL Metro Area",145639,130861,120352,14778,10509,11.29289857,8.731886466,20.22054532,20.994796,,,,
310M100US42140,42140,"Santa Fe, NM Metro Area",144170,129292,98928,14878,30364,11.50728583,30.69302927,18.95539988,21.2890202,,,,
310M100US27780,27780,"Johnstown, PA Metro Area",143679,152598,163029,-8919,-10431,-5.844768608,-6.398248164,19.8296202,20.40590309,,,,
310M100US43580,43580,"Sioux City, IA-NE-SD Metro Area",143577,143053,131350,524,11703,0.366297806,8.909783022,22.27933443,23.33680524,,,,
310M100US45900,45900,"Traverse City, MI Micro Area",143372,131342,106497,12030,24845,9.159294057,23.32929566,18.14161761,18.9901174,,,,
310M100US25620,25620,"Hattiesburg, MS Metro Area",142842,123812,109603,19030,14209,15.37007721,12.9640612,28.33270327,29.31622137,,,,
310M100US19140,19140,"Dalton, GA Metro Area",142227,120031,98609,22196,21422,18.4918896,21.72418339,22.37198282,25.79833543,,,,
310M100US26140,26140,"Homosassa Springs, FL Micro Area",141236,118085,93515,23151,24570,19.60536901,26.27385981,12.66391005,12.26235339,,,,
310M100US12220,12220,"Auburn-Opelika, AL Metro Area",140247,115092,87146,25155,27946,21.8564279,32.06802378,34.34369363,37.16852605,,,,
310M100US47580,47580,"Warner Robins, GA Metro Area",139900,110765,89208,29135,21557,26.3034352,24.16487311,23.82058613,23.44152034,,,,
310M100US46660,46660,"Valdosta, GA Metro Area",139588,119560,99244,20028,20316,16.75142188,20.47075894,29.73321489,29.26480428,,,,
310M100US17660,17660,"Coeur d'Alene, ID Metro Area",138494,108685,69795,29809,38890,27.42696784,55.72032381,20.75902205,21.23016056,,,,
310M100US41580,41580,"Salisbury, NC Micro Area",138428,130340,110605,8088,19735,6.205309191,17.84277383,21.05354408,22.96608869,,,,
310M100US44220,44220,"Springfield, OH Metro Area",138333,144742,147548,-6409,-2806,-4.42787857,-1.901754005,20.08631346,21.2965138,,,,
310M100US41100,41100,"St. George, UT Metro Area",138115,90354,48560,47761,41794,52.85986232,86.06672158,22.74409007,22.89771344,,,,
310M100US42680,42680,"Sebastian-Vero Beach, FL Metro Area",138028,112947,,25081,,22.20599042,,15.61060075,15.22483997,,,,
310M100US36220,36220,"Odessa, TX Metro Area",137130,121123,118934,16007,2189,13.21549169,1.840516589,25.58594035,23.26230361,,,,
310M100US33260,33260,"Midland, TX Metro Area",136872,116009,106611,20863,9398,17.98394952,8.815225446,24.40674499,20.92423864,,,,
310M100US34100,34100,"Morristown, TN Metro Area",136608,123081,100591,13527,22490,10.99032345,22.35786502,19.87804521,23.76890016,,,,
310M100US34900,34900,"Napa, CA Metro Area",136484,124279,110765,12205,13514,9.820645483,12.20060488,21.08525541,20.97860459,,,,
310M100US46180,46180,"Tupelo, MS Micro Area",136268,125251,107835,11017,17416,8.795937757,16.15060045,21.60448528,23.08245044,,,,
310M100US12980,12980,"Battle Creek, MI Metro Area",136146,137985,135982,-1839,2003,-1.33275356,1.472989072,20.80854377,21.87846505,,,,
310M100US45500,45500,"Texarkana, TX-Texarkana, AR Metro Area",136027,129749,120132,6278,9617,4.838572937,8.00536077,22.28307615,23.35201042,,,,
310M100US27460,27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",134905,139750,141895,-4845,-2145,-3.466905188,-1.511681173,21.6841481,21.51413238,,,,
310M100US21700,21700,"Eureka-Arcata-Fortuna, CA Micro Area",134623,126518,119118,8105,7400,6.40620307,6.212327272,27.22194573,25.03833447,,,,
310M100US22380,22380,"Flagstaff, AZ Metro Area",134421,116320,96591,18101,19729,15.56138239,20.42529842,31.16849302,28.44394773,,,,
310M100US31300,31300,"Lumberton, NC Micro Area",134168,123339,105179,10829,18160,8.779866871,17.26580401,23.99528949,25.10317094,,,,
310M100US48140,48140,"Wausau, WI Metro Area",134063,125834,115400,8229,10434,6.539568002,9.041594454,20.0472912,21.1953844,,,,
310M100US29100,29100,"La Crosse, WI-MN Metro Area",133665,126838,116401,6827,10437,5.382456362,8.966417814,26.83125725,26.63239723,,,,
310M100US30140,30140,"Lebanon, PA Metro Area",133568,120327,113744,13241,6583,11.00418028,5.787558025,19.47322712,20.61050305,,,,
310M100US11300,11300,"Anderson, IN Metro Area",131636,133358,130669,-1722,2689,-1.291261117,2.057871416,21.48956213,22.42010228,,,,
310M100US43420,43420,"Sierra Vista-Douglas, AZ Micro Area",131346,117755,97624,13591,20131,11.54176043,20.62095386,21.76845888,21.17871853,,,,
310M100US38340,38340,"Pittsfield, MA Metro Area",131219,134953,139352,-3734,-4399,-2.766889213,-3.156754119,19.23959183,19.35488652,,,,
310M100US26820,26820,"Idaho Falls, ID Metro Area",130374,101677,88750,28697,12927,28.22368874,14.5656338,22.86652247,21.56043156,,,,
310M100US22140,22140,"Farmington, NM Metro Area",130044,113801,91605,16243,22196,14.27316104,24.23011844,23.55664237,22.32405691,,,,
310M100US34060,34060,"Morgantown, WV Metro Area",129709,111200,104546,18509,6654,16.64478417,6.364662445,36.35445497,33.09892086,,,,
310M100US24020,24020,"Glens Falls, NY Metro Area",128923,124345,118539,4578,5806,3.681692066,4.89796607,19.17811407,20.39567333,,,,
310M100US49020,49020,"Winchester, VA-WV Metro Area",128472,102997,84168,25475,18829,24.73373011,22.37073472,20.85512797,22.00743711,,,,
310M100US41140,41140,"St. Joseph, MO-KS Metro Area",127329,122336,115816,4993,6520,4.081382422,5.629619396,23.42906958,23.29567748,,,,
310M100US11020,11020,"Altoona, PA Metro Area",127089,129144,130542,-2055,-1398,-1.59124698,-1.070919704,20.43685921,20.89682835,,,,
310M100US31740,31740,"Manhattan, KS Metro Area",127081,108999,113720,18082,-4721,16.58914302,-4.151424552,40.70632117,39.21595611,,,,
310M100US35100,35100,"New Bern, NC Micro Area",126802,114751,102399,12051,12352,10.50186926,12.0626178,23.8434725,24.36405783,,,,
310M100US39660,39660,"Rapid City, SD Metro Area",126382,112818,103221,13564,9597,12.02290415,9.297526666,23.38545046,23.49802337,,,,
310M100US14540,14540,"Bowling Green, KY Metro Area",125953,104166,87030,21787,17136,20.91565386,19.68976215,29.17675641,29.40402819,,,,
310M100US30860,30860,"Logan, UT-ID Metro Area",125442,102720,79415,22722,23305,22.1203271,29.34584147,32.63659699,35.1732866,,,,
310M100US25500,25500,"Harrisonburg, VA Metro Area",125228,108193,88189,17035,20004,15.74501123,22.68310107,33.21142237,32.88937362,,,,
310M100US41540,41540,"Salisbury, MD Metro Area",125203,109391,97779,15812,11612,14.45457122,11.87576064,27.88591328,25.1876297,,,,
310M100US31900,31900,"Mansfield, OH Metro Area",124475,128852,126137,-4377,2715,-3.396920498,2.152421573,20.29885519,21.24685686,,,,
310M100US44600,44600,"Steubenville-Weirton, OH-WV Metro Area",124454,132008,,-7554,,-5.722380462,,18.76596976,19.62002303,,,,
310M100US30020,30020,"Lawton, OK Metro Area",124098,114996,111486,9102,3510,7.915057915,3.148377375,30.10201615,29.41928415,,,,
310M100US24140,24140,"Goldsboro, NC Metro Area",122623,113329,104666,9294,8663,8.200901799,8.276804311,23.19140781,24.06709668,,,,
310M100US12300,12300,"Augusta-Waterville, ME Micro Area",122151,117114,115904,5037,1210,4.300937548,1.043967421,19.46443337,20.41515105,,,,
310M100US25220,25220,"Hammond, LA Micro Area",121097,100588,85709,20509,14879,20.38911202,17.35990386,26.53079763,25.77245795,,,,
310M100US27860,27860,"Jonesboro, AR Metro Area",121026,107762,93620,13264,14142,12.308606,15.10574664,25.86469023,26.80258347,,,,
310M100US43300,43300,"Sherman-Denison, TX Metro Area",120877,110595,95021,10282,15574,9.296984493,16.39006114,20.63502569,21.39698901,,,,
310M100US21060,21060,"Elizabethtown, KY Metro Area",119736,107547,100919,12189,6628,11.33364947,6.567643358,23.60108906,24.18291538,,,,
310M100US11500,11500,"Anniston-Oxford, AL Metro Area",118572,112249,116034,6323,-3785,5.633012321,-3.261974938,23.39000776,23.24296876,,,,
310M100US44420,44420,"Staunton-Waynesboro, VA Micro Area",118502,108988,97687,9514,11301,8.729401402,11.56858129,19.7481899,20.40775131,,,,
310M100US48740,48740,"Willimantic, CT Micro Area",118428,109091,102525,9337,6566,8.558909534,6.404291636,22.29878069,22.67464777,,,,
310M100US34620,34620,"Muncie, IN Metro Area",117671,118769,119659,-1098,-890,-0.924483662,-0.743780242,30.15781289,29.35867103,,,,
310M100US34580,34580,"Mount Vernon-Anacortes, WA Metro Area",116901,102979,79555,13922,23424,13.51926121,29.44378103,20.27869736,20.592548,,,,
310M100US10540,10540,"Albany-Lebanon, OR Micro Area",116672,103069,91227,13603,11842,13.19795477,12.98080612,20.76933626,20.67644005,9.3,1.4,8,1
310M100US48060,48060,"Watertown-Fort Drum, NY Micro Area",116229,111738,110943,4491,795,4.019223541,0.716584192,27.54476077,27.28704648,,,,
310M100US48700,48700,"Williamsport, PA Metro Area",116111,120044,118710,-3933,1334,-3.27629869,1.123746946,22.07973405,21.69454533,,,,
310M100US17420,17420,"Cleveland, TN Metro Area",115788,104015,87355,11773,16660,11.31855982,19.07160437,22.10073583,24.93005816,,,,
310M100US43100,43100,"Sheboygan, WI Metro Area",115507,112646,103877,2861,8769,2.539814996,8.44171472,19.7009705,21.44505797,,,,
310M100US27180,27180,"Jackson, TN Metro Area",115425,107377,90801,8048,16576,7.495087402,18.25530556,24.06584362,24.86845414,,,,
310M100US47020,47020,"Victoria, TX Metro Area",115384,111663,99394,3721,12269,3.332348226,12.34380345,20.9006448,21.47980978,,,,
310M100US36980,36980,"Owensboro, KY Metro Area",114752,109875,104681,4877,5194,4.438680319,4.961740908,20.53558979,21.63185438,,,,
310M100US20380,20380,"Dunn, NC Micro Area",114678,91025,67822,23653,23203,25.98516891,34.21161275,24.33771081,27.2353749,,,,
310M100US49300,49300,"Wooster, OH Micro Area",114520,111564,101461,2956,10103,2.649600229,9.957520624,20.80247992,21.96138539,,,,
310M100US28100,28100,"Kankakee-Bradley, IL Metro Area",113449,103833,96255,9616,7578,9.261024915,7.872837775,22.6674541,22.59108376,,,,
310M100US15260,15260,"Brunswick, GA Metro Area",112370,93044,82207,19326,10837,20.77081811,13.18257569,19.94393521,20.65259447,,,,
310M100US36300,36300,"Ogdensburg-Massena, NY Micro Area",111944,111931,111974,13,-43,0.011614298,-0.038401772,26.16576145,26.00620025,,,,
310M100US41660,41660,"San Angelo, TX Metro Area",111823,105781,100087,6042,5694,5.711800796,5.689050526,27.07761373,25.236101,,,,
310M100US33140,33140,"Michigan City-La Porte, IN Metro Area",111467,110106,107066,1361,3040,1.236081594,2.839370108,21.28253205,22.16046355,,,,
310M100US10880,10880,"Allegan, MI Micro Area",111408,105665,90509,5743,15156,5.4351015,16.74529605,18.64857102,20.84701651,,,,
310M100US48300,48300,"Wenatchee-East Wenatchee, WA Metro Area",110884,99219,78455,11665,20764,11.75682077,26.46612708,20.35280113,20.05563451,,,,
310M100US29940,29940,"Lawrence, KS Metro Area",110826,99962,81798,10864,18164,10.86812989,22.20592191,40.42823886,41.58380184,,,,
310M100US19500,19500,"Decatur, IL Metro Area",110768,114706,117206,-3938,-2500,-3.433124684,-2.132996604,21.07106746,21.37638833,,,,
310M100US33540,33540,"Missoula, MT Metro Area",109299,95802,78687,13497,17115,14.08843239,21.75073392,30.91153624,29.41379094,,,,
310M100US13900,13900,"Bismarck, ND Metro Area",108779,94719,83831,14060,10888,14.84390671,12.98803545,23.8079041,22.76628765,,,,
310M100US20620,20620,"East Liverpool-Salem, OH Micro Area",107841,112075,108276,-4234,3799,-3.777827348,3.508626104,18.7424078,20.50234218,,,,
310M100US13020,13020,"Bay City, MI Metro Area",107771,110157,111723,-2386,-1566,-2.165999437,-1.401680943,19.89681825,20.57699465,,,,
310M100US30340,30340,"Lewiston-Auburn, ME Metro Area",107702,103793,105259,3909,-1466,3.766149933,-1.392755014,21.33850811,22.28859364,,,,
310M100US40700,40700,"Roseburg, OR Micro Area",107667,100399,94649,7268,5750,7.239115927,6.075077391,17.57734496,17.6077451,,,,
310M100US44940,44940,"Sumter, SC Metro Area",107456,104646,102637,2810,2009,2.685243583,1.957383789,23.98842317,24.16145863,,,,
310M100US32940,32940,"Meridian, MS Micro Area",107449,106569,103224,880,3345,0.825756083,3.240525459,22.0271943,22.98698496,,,,
310M100US43320,43320,"Show Low, AZ Micro Area",107449,97470,,9979,,10.23802196,,20.58744148,20.20929517,,,,
310M100US14140,14140,"Bluefield, WV-VA Micro Area",107342,107578,110940,-236,-3362,-0.219375709,-3.030466919,19.87945073,21.40493409,,,,
